,Ciudad,Fecha,Fecha (UNIX),Presión atmosférica,Presión Atm. sobre Nvl. del mar,Media de la vel. del viento (m/s),Vel. ráfaga de viento max.,Máx. vel. del viento /2min,Momento (UNIX) de la vel. máx. del veinto,Media de la dirección del viento,Media de la temperatura,Temperatura máxima,Temperatura mínima,Momento temperatura máxima (UNIX),Momento temperatura mínima (UNIX),Media humedad,Media punto de rocío,Media de % de nubes en la zona,Acumulación de precipitaciones (l/m2),Acumulación de precipitaciones (l/m2) (NASA),Acumulación de nieve (l/m2),Profundidad de la neive,Media de radiación solar (W/m2),Total de radiación solar (W/m2),Media de la radiación solar horizontal,Total de la radiación solar horizontal,Máximo de la radiación solar horizontal,Media de la radiación solar concentrada,Total de la radiación solar concentrada,Máximo de la radiación solar concentrada,Media de la radiación solar horizontal difusa,Total de la radiación solar horizontal difusa,Máximo de la radiación solar horizontal difusa,Índice máximo de rayos ultravioleta
0,Barrow,2021-11-15,1636966800,1018,1019,6.7,11.5,8.4,1637042400,300,-14.3,-11.7,-18.3,1636970400,1637049600,71.0,-18.4,100,0,0,0,282,0,0,0,1,1,0,4,4,0,5,4,0.0
1,Barrow,2021-11-16,1637053200,1029,1029,5.0,7.8,6.7,1637082000,114,-16.8,-16.0,-18.3,1637136000,1637053200,74.0,-20.4,95,0,0,0,288,0,0,0,0,0,0,0,0,0,2,2,0.0
2,Barrow,2021-11-17,1637139600,1037,1037,4.0,5.7,5.1,1637222400,266,-14.4,-12.8,-16.1,1637211600,1637139600,77.0,-17.6,57,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0.0
3,Barrow,2021-11-18,1637226000,1033,1034,8.1,16.2,12.4,1637301600,301,-11.6,-9.4,-13.3,1637308800,1637226000,75.0,-15.1,36,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0.0
4,Barrow,2021-11-19,1637312400,1024,1025,4.7,14.2,11.1,1637312400,242,-11.2,-9.0,-12.8,1637316000,1637377200,77.0,-14.4,99,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0.0
5,Barrow,2021-11-20,1637398800,1027,1028,4.0,6.6,5.7,1637481600,154,-15.9,-12.0,-19.4,1637398800,1637481600,77.0,-18.9,79,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0.0
6,Barrow,2021-11-21,1637485200,1033,1033,4.7,6.8,6.0,1637510400,39,-20.8,-19.5,-22.0,1637568000,1637514000,76.0,-23.9,50,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0.0
7,Barrow,2021-11-22,1637571600,1035,1036,3.4,6.0,5.3,1637575200,165,-20.2,-18.3,-21.1,1637647200,1637611200,74.0,-23.6,31,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0.0
8,Barrow,2021-11-23,1637658000,1028,1028,3.0,5.7,5.1,1637722800,124,-17.5,-15.6,-20.0,1637719200,1637658000,74.0,-20.9,95,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0.0
9,Barrow,2021-11-24,1637744400,1022,1022,5.0,9.2,7.7,1637827200,72,-19.7,-17.8,-22.2,1637744400,1637766000,76.0,-22.9,84,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0.0
10,Barrow,2021-11-25,1637830800,1020,1021,6.4,9.6,8.0,1637841600,60,-22.6,-18.9,-24.4,1637830800,1637895600,73.0,-26.1,48,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0.0
11,Barrow,2021-11-26,1637917200,1026,1027,4.2,6.2,5.5,1637931600,63,-24.7,-22.8,-27.7,1637928000,1638000000,73.0,-28.1,61,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0.0
12,Barrow,2021-11-27,1638003600,1028,1028,1.9,5.0,4.5,1638086400,96,-25.0,-19.4,-28.3,1638086400,1638018000,75.0,-28.2,61,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0.0
