,Ciudad,Fecha,Fecha (UNIX),Presión atmosférica,Presión Atm. sobre Nvl. del mar,Media de la vel. del viento (m/s),Vel. ráfaga de viento max.,Máx. vel. del viento /2min,Momento (UNIX) de la vel. máx. del veinto,Media de la dirección del viento,Media de la temperatura,Temperatura máxima,Temperatura mínima,Momento temperatura máxima (UNIX),Momento temperatura mínima (UNIX),Media humedad,Media punto de rocío,Media de % de nubes en la zona,Acumulación de precipitaciones (l/m2),Acumulación de precipitaciones (l/m2) (NASA),Acumulación de nieve (l/m2),Profundidad de la neive,Media de radiación solar (W/m2),Total de radiación solar (W/m2),Media de la radiación solar horizontal,Total de la radiación solar horizontal,Máximo de la radiación solar horizontal,Media de la radiación solar concentrada,Total de la radiación solar concentrada,Máximo de la radiación solar concentrada,Media de la radiación solar horizontal difusa,Total de la radiación solar horizontal difusa,Máximo de la radiación solar horizontal difusa,Índice máximo de rayos ultravioleta
0,Sydney,2022-11-15,1668430800,1006,1007,4.9,10.0,7.8,1668513600,188,19.1,22.0,16.0,1668488400,1668448800,63,11.9,46,2.0,2.0,0,0,300,6277.5,360,8651,1061,450,10810,977,57,1369,131,6.4
1,Sydney,2022-11-16,1668517200,1009,1010,7.0,14.4,11.2,1668574800,215,14.9,18.9,11.9,1668560400,1668600000,53,5.2,50,5.3,5.3,0,0,319,6580.7,362,8681,1063,452,10839,978,57,1372,131,8.6
2,Sydney,2022-11-17,1668603600,1013,1014,7.3,14.4,9.4,1668661200,198,15.0,17.3,10.8,1668657600,1668621600,63,7.9,31,0.8,0.8,0,0,314,8070.9,363,8711,1065,453,10868,978,57,1376,131,7.2
3,Sydney,2022-11-18,1668690000,1014,1014,6.0,11.0,9.0,1668733200,188,16.3,19.2,12.7,1668751200,1668708000,64,9.4,33,0.0,0.0,0,0,350,8100.5,364,8739,1067,454,10895,979,57,1379,131,7.2
4,Sydney,2022-11-19,1668776400,1007,1008,6.1,14.4,10.8,1668837600,135,19.1,23.0,14.0,1668826800,1668790800,67,12.6,48,2.0,2.0,0,0,268,7780.2,365,8767,1069,455,10922,980,58,1383,131,7.6
5,Sydney,2022-11-20,1668862800,997,998,8.2,18.3,13.3,1668902400,259,23.0,27.0,18.0,1668916800,1668880800,42,7.1,20,4.3,4.3,0,0,366,8467.3,366,8794,1071,456,10947,981,58,1386,132,11.4
6,Sydney,2022-11-21,1668949200,1003,1003,9.7,22.8,14.5,1669010400,294,19.9,24.0,13.9,1668988800,1669032000,31,2.2,22,0.5,0.5,0,0,367,7841.6,368,8820,1072,457,10972,981,58,1389,132,11.2
7,Sydney,2022-11-22,1669035600,1010,1011,8.5,16.3,11.1,1669039200,262,17.0,23.0,11.8,1669093200,1669053600,38,2.0,15,0.0,0.0,0,0,368,8578.7,369,8845,1074,458,10995,982,58,1392,132,11.5
8,Sydney,2022-11-23,1669122000,1012,1013,6.4,14.9,9.8,1669161600,217,20.6,27.8,15.0,1669179600,1669129200,44,7.5,23,1.0,1.0,0,0,368,8462.2,370,8870,1076,459,11018,983,58,1395,132,11.5
9,Sydney,2022-11-24,1669208400,1016,1017,5.1,10.8,7.6,1669273200,151,20.0,24.0,16.6,1669255200,1669226400,65,12.7,39,0.8,0.8,0,0,368,8595.0,371,8894,1077,460,11039,983,58,1398,132,11.0
10,Sydney,2022-11-25,1669294800,1015,1016,3.9,10.4,7.2,1669338000,142,20.8,25.0,18.0,1669338000,1669309200,69,14.7,46,0.0,0.0,0,0,358,8330.0,372,8917,1079,461,11060,984,58,1400,132,8.6
11,Sydney,2022-11-26,1669381200,1012,1013,5.9,9.6,7.9,1669410000,116,19.3,21.8,17.0,1669438800,1669402800,68,12.9,58,0.3,0.3,0,0,305,7574.9,372,8939,1080,462,11080,984,58,1403,132,8.8
12,Sydney,2022-11-27,1669467600,1003,1003,4.9,14.9,9.4,1669550400,137,21.9,28.0,17.9,1669521600,1669485600,65,14.8,83,19.5,19.5,0,0,220,5272.3,373,8960,1082,462,11098,985,59,1405,132,5.3
13,Sydney,2022-11-28,1669554000,1005,1006,5.9,13.2,8.9,1669557600,131,19.3,23.0,17.5,1669600800,1669568400,77,15.0,70,2.5,2.5,0,0,344,6595.7,374,8981,1083,463,11116,985,59,1408,132,7.1
14,Sydney,2022-11-29,1669640400,1012,1012,5.9,14.8,8.8,1669690800,184,19.4,23.0,16.0,1669690800,1669658400,59,10.7,41,0.0,0.0,0,0,373,8667.2,375,9001,1084,464,11133,986,59,1410,132,11.4
15,Sydney,2022-11-30,1669726800,1017,1017,4.8,12.0,7.8,1669780800,70,18.5,21.0,14.5,1669773600,1669748400,61,10.6,88,0.0,0.0,0,0,249,5071.0,376,9019,1086,465,11149,987,59,1412,133,5.0
16,Sydney,2022-12-01,1669813200,1015,1015,5.0,9.2,6.4,1669892400,96,19.4,22.0,18.0,1669860000,1669827600,59,11.1,80,2.5,2.5,0,0,96,3796.7,377,9038,1087,465,11164,987,59,1414,133,3.6
17,Sydney,2022-12-02,1669899600,1016,1016,5.6,9.2,7.3,1669964400,149,19.3,23.0,17.5,1669950000,1669982400,66,12.7,61,0.0,0.0,0,0,257,6549.1,377,9055,1088,466,11178,987,59,1416,133,5.4
18,Sydney,2022-12-03,1669986000,1017,1017,4.7,8.4,7.1,1670040000,145,19.4,23.0,15.0,1670036400,1670004000,68,13.0,34,0.0,0.0,0,0,352,7875.2,378,9071,1089,466,11192,988,59,1417,133,7.3
19,Sydney,2022-12-04,1670072400,1014,1015,5.5,14.9,10.2,1670133600,119,21.1,25.2,16.8,1670126400,1670090400,62,13.1,32,0.0,0.0,0,0,367,8137.3,379,9087,1090,467,11204,988,59,1419,133,9.7
20,Sydney,2022-12-05,1670158800,1006,1006,6.3,14.1,11.1,1670216400,152,22.7,29.0,17.8,1670209200,1670169600,66,15.6,42,14.5,14.5,0,0,357,8104.3,379,9101,1091,467,11215,989,59,1421,133,11.2
21,Sydney,2022-12-06,1670245200,1006,1007,6.4,13.2,9.0,1670248800,159,19.5,22.3,17.7,1670299200,1670263200,73,14.2,53,0.5,0.5,0,0,355,8265.3,380,9115,1092,468,11226,989,59,1422,133,7.1
