,Ciudad,Fecha,Fecha (UNIX),Presión atmosférica,Presión Atm. sobre Nvl. del mar,Media de la vel. del viento (m/s),Vel. ráfaga de viento max.,Máx. vel. del viento /2min,Momento (UNIX) de la vel. máx. del veinto,Media de la dirección del viento,Media de la temperatura,Temperatura máxima,Temperatura mínima,Momento temperatura máxima (UNIX),Momento temperatura mínima (UNIX),Media humedad,Media punto de rocío,Media de % de nubes en la zona,Acumulación de precipitaciones (l/m2),Acumulación de precipitaciones (l/m2) (NASA),Acumulación de nieve (l/m2),Profundidad de la neive,Media de radiación solar (W/m2),Total de radiación solar (W/m2),Media de la radiación solar horizontal,Total de la radiación solar horizontal,Máximo de la radiación solar horizontal,Media de la radiación solar concentrada,Total de la radiación solar concentrada,Máximo de la radiación solar concentrada,Media de la radiación solar horizontal difusa,Total de la radiación solar horizontal difusa,Máximo de la radiación solar horizontal difusa,Índice máximo de rayos ultravioleta
0,Pontevedra,2022-11-15,1668466800,996,1008,2.4,23.2,5.6,1668549600,186,14.2,15.4,12.9,1668549600,1668546000,92,12.9,84,38.5,38.5,0,0,89,2139,114,2733,467,246,5892,789,29,691,94,2.0
1,Pontevedra,2022-11-16,1668553200,993,1006,4.5,19.6,7.6,1668556800,206,14.9,16.7,13.7,1668564000,1668589200,93,13.7,93,16.8,16.8,0,0,15,367,112,2698,463,244,5848,787,29,686,94,1.0
2,Pontevedra,2022-11-17,1668639600,995,1008,1.6,14.0,3.0,1668675600,172,13.4,15.0,11.0,1668639600,1668722400,96,12.7,59,1.8,1.8,0,0,79,1904,111,2663,459,242,5806,785,28,681,94,1.7
3,Pontevedra,2022-11-18,1668726000,1004,1017,1.1,13.2,2.1,1668758400,125,9.7,12.8,7.2,1668776400,1668754800,95,8.9,44,19.0,19.0,0,0,85,2047,110,2630,454,240,5763,783,28,676,93,1.9
4,Pontevedra,2022-11-19,1668812400,1009,1022,0.9,6.8,1.8,1668844800,157,9.0,10.8,6.6,1668895200,1668841200,98,8.7,97,13.5,13.5,0,0,22,532,108,2598,450,238,5722,781,28,671,93,0.9
5,Pontevedra,2022-11-20,1668898800,1008,1021,1.1,17.2,4.4,1668981600,164,14.1,17.0,10.8,1668949200,1668898800,98,13.8,97,20.8,20.8,0,0,41,973,107,2566,446,237,5682,779,28,666,93,1.3
6,Pontevedra,2022-11-21,1668985200,1002,1015,4.5,17.2,6.9,1669042800,241,13.1,16.3,8.6,1668985200,1669068000,87,10.8,77,24.5,24.5,0,0,73,1759,106,2536,442,235,5642,777,28,661,92,1.8
7,Pontevedra,2022-11-22,1669071600,999,1012,2.7,17.6,4.6,1669136400,188,12.6,16.3,8.3,1669150800,1669075200,98,12.4,93,36.5,36.5,0,0,11,253,104,2506,439,233,5604,775,27,656,92,0.9
8,Pontevedra,2022-11-23,1669158000,1000,1013,2.6,19.6,5.5,1669172400,201,14.3,16.3,12.7,1669158000,1669240800,90,12.6,79,23.3,23.3,0,0,74,1774,103,2478,435,232,5566,774,27,651,92,1.6
9,Pontevedra,2022-11-24,1669244400,1001,1014,1.4,11.6,2.6,1669294800,168,13.1,16.1,11.0,1669298400,1669327200,94,12.0,75,32.3,32.3,0,0,24,578,102,2450,431,230,5530,772,27,646,91,0.9
10,Pontevedra,2022-11-25,1669330800,1012,1025,1.3,7.2,3.1,1669410000,105,10.9,15.8,8.1,1669381200,1669356000,89,9.0,38,0.0,0.0,0,0,76,1832,101,2423,428,229,5495,770,27,642,91,2.5
11,Pontevedra,2022-11-26,1669417200,1013,1026,1.5,10.4,2.9,1669424400,135,11.3,16.6,7.5,1669467600,1669417200,77,7.3,74,0.0,0.0,0,0,68,1643,100,2397,425,228,5461,768,27,637,91,2.4
12,Pontevedra,2022-11-27,1669503600,1009,1022,1.4,13.2,3.0,1669536000,183,11.5,13.2,8.3,1669561200,1669586400,86,9.1,77,33.0,33.0,0,0,27,638,99,2373,421,226,5428,767,26,633,91,1.1
13,Pontevedra,2022-11-28,1669590000,1012,1026,1.4,9.2,2.4,1669608000,135,9.7,14.0,7.1,1669636800,1669615200,94,8.7,55,0.0,0.0,0,0,80,1926,98,2349,418,225,5397,765,26,629,90,1.7
14,Pontevedra,2022-11-29,1669676400,1009,1022,1.3,6.8,2.8,1669698000,131,10.5,13.7,8.0,1669734000,1669708800,89,8.8,71,0.8,0.8,0,0,22,520,97,2326,415,224,5366,764,26,624,90,0.9
15,Pontevedra,2022-11-30,1669762800,1000,1013,1.5,11.2,3.7,1669770000,100,10.6,11.7,9.2,1669820400,1669845600,89,8.9,83,34.3,34.3,0,0,20,469,96,2304,412,222,5336,762,26,620,90,0.9
16,Pontevedra,2022-12-01,1669849200,1002,1015,1.6,7.6,2.9,1669932000,134,9.7,15.6,5.5,1669903200,1669881600,81,6.5,2,0.0,0.0,0,0,91,2194,95,2283,409,221,5307,761,26,617,90,2.2
17,Pontevedra,2022-12-02,1669935600,998,1012,1.3,5.2,2.9,1670018400,132,7.3,13.3,2.5,1669989600,1669968000,79,3.8,3,0.0,0.0,0,0,93,2235,94,2264,407,220,5279,759,26,613,89,2.2
18,Pontevedra,2022-12-03,1670022000,995,1008,1.8,11.2,2.9,1670022000,107,6.8,12.2,2.4,1670072400,1670054400,71,1.6,2,0.0,0.0,0,0,94,2245,94,2245,404,219,5253,758,25,609,89,2.1
19,Pontevedra,2022-12-04,1670108400,994,1007,1.1,7.6,2.8,1670108400,151,6.6,12.2,1.8,1670162400,1670137200,78,3.0,47,0.0,0.0,0,0,78,1878,93,2227,402,218,5227,756,25,606,89,1.7
20,Pontevedra,2022-12-05,1670194800,995,1008,1.7,7.2,2.9,1670212800,74,11.4,16.9,7.5,1670248800,1670212800,74,6.8,60,0.0,0.0,0,0,78,1879,92,2210,399,217,5202,755,25,603,89,1.7
21,Pontevedra,2022-12-06,1670281200,1001,1014,1.4,3.6,2.6,1670306400,104,11.8,15.4,9.9,1670335200,1670299200,81,8.6,68,0.0,0.0,0,0,62,1480,91,2194,397,216,5178,754,25,600,89,1.4
22,Pontevedra,2022-12-07,1670367600,997,1010,1.3,7.6,2.4,1670450400,114,12.0,16.9,8.2,1670418000,1670400000,80,8.5,44,2.0,2.0,0,0,63,1502,91,2180,395,215,5156,753,25,597,88,1.9
23,Pontevedra,2022-12-08,1670454000,984,997,1.7,9.2,2.8,1670511600,129,13.2,17.7,11.2,1670500800,1670468400,83,10.4,87,24.0,24.0,0,0,58,1391,90,2166,393,214,5136,752,25,595,88,1.3
24,Pontevedra,2022-12-09,1670540400,986,999,2.3,13.6,3.1,1670594400,204,11.8,15.5,9.8,1670587200,1670623200,80,8.5,44,1.8,1.8,0,0,87,2090,90,2153,391,213,5117,751,25,592,88,1.8
25,Pontevedra,2022-12-10,1670626800,997,1010,1.2,10.8,2.0,1670702400,150,8.4,11.4,5.4,1670680800,1670655600,76,4.3,67,8.5,8.5,0,0,60,1429,89,2142,390,212,5100,750,25,590,88,2.0
26,Pontevedra,2022-12-11,1670713200,992,1005,1.1,9.2,2.1,1670720400,143,8.6,12.6,6.6,1670767200,1670727600,89,6.9,88,12.3,12.3,0,0,31,755,89,2131,388,212,5085,749,24,587,88,0.8
27,Pontevedra,2022-12-12,1670799600,987,1000,3.3,24.8,6.9,1670832000,196,14.4,16.7,8.9,1670832000,1670799600,96,13.7,100,50.8,50.8,0,0,50,1206,88,2122,386,211,5072,748,24,585,88,1.1
28,Pontevedra,2022-12-13,1670886000,986,999,1.6,12.4,2.2,1670889600,175,15.5,16.4,13.9,1670936400,1670968800,97,15.1,98,11.0,11.0,0,0,9,211,88,2113,385,211,5061,747,24,583,87,0.7
29,Pontevedra,2022-12-14,1670972400,985,997,2.5,15.2,3.6,1670986800,159,14.0,17.4,12.1,1671019200,1671055200,87,11.9,78,20.5,20.5,0,0,41,994,88,2106,384,211,5053,747,24,581,87,0.9
30,Pontevedra,2022-12-15,1671058800,984,997,1.4,10.8,2.6,1671076800,125,11.5,12.6,10.5,1671116400,1671087600,93,10.4,88,5.5,5.5,0,0,62,1497,87,2100,383,210,5046,746,24,580,87,1.1
31,Pontevedra,2022-12-16,1671145200,993,1006,1.5,10.4,2.4,1671213600,118,11.5,15.5,8.3,1671192000,1671177600,83,8.6,68,0.5,0.5,0,0,84,2008,87,2095,382,210,5041,746,24,579,87,2.1
32,Pontevedra,2022-12-17,1671231600,1002,1015,1.2,10.8,2.6,1671307200,129,11.3,14.0,9.8,1671285600,1671231600,87,9.2,76,0.5,0.5,0,0,53,1273,87,2091,382,210,5038,746,24,578,87,1.4
33,Pontevedra,2022-12-18,1671318000,1004,1017,3.8,20.4,6.3,1671354000,172,14.2,16.3,10.8,1671400800,1671318000,75,9.7,95,7.3,7.3,0,0,35,850,87,2088,382,210,5035,746,24,579,87,0.9
34,Pontevedra,2022-12-19,1671404400,1001,1014,5.9,23.6,7.5,1671408000,156,14.5,16.4,13.2,1671404400,1671418800,90,12.7,100,81.3,81.3,0,0,16,387,87,2085,382,210,5034,746,24,579,87,0.6
35,Pontevedra,2022-12-20,1671490800,1001,1014,2.2,19.6,4.6,1671490800,181,14.2,15.2,13.2,1671490800,1671559200,95,13.3,86,51.3,51.3,0,0,83,1983,87,2084,382,210,5034,746,24,579,87,1.7
36,Pontevedra,2022-12-21,1671577200,1007,1020,2.5,15.6,3.9,1671598800,187,14.9,16.2,12.8,1671631200,1671606000,93,13.8,96,8.0,8.0,0,0,13,311,87,2084,382,210,5035,746,24,580,87,0.7
37,Pontevedra,2022-12-22,1671663600,1010,1023,2.6,16.4,4.5,1671735600,180,15.5,16.1,14.5,1671710400,1671742800,97,15.0,89,0.3,0.3,0,0,13,301,87,2085,382,210,5038,746,24,581,87,0.7
38,Pontevedra,2022-12-23,1671750000,1006,1019,4.0,20.4,5.5,1671807600,176,15.5,16.9,13.4,1671793200,1671832800,92,14.2,91,0.8,0.8,0,0,16,391,87,2087,383,210,5043,747,24,582,87,0.7
39,Pontevedra,2022-12-24,1671836400,1001,1014,2.4,20.0,5.3,1671858000,181,13.7,15.2,10.9,1671858000,1671919200,95,12.9,99,35.0,35.0,0,0,15,353,87,2091,383,210,5050,747,24,583,87,0.7
40,Pontevedra,2022-12-25,1671922800,999,1012,2.2,19.2,3.6,1671980400,163,12.7,13.9,10.9,1671937200,1671922800,94,11.7,97,23.8,23.8,0,0,16,381,87,2095,384,211,5058,748,24,584,87,0.7
41,Pontevedra,2022-12-26,1672009200,1011,1025,1.6,8.0,2.8,1672063200,131,11.5,14.6,9.2,1672059600,1672092000,91,10.1,49,4.5,4.5,0,0,75,1797,87,2100,385,211,5068,748,24,586,88,1.6
42,Pontevedra,2022-12-27,1672095600,1015,1029,1.6,5.2,2.9,1672124400,125,9.8,13.9,7.3,1672146000,1672117200,88,7.8,19,0.0,0.0,0,0,75,1807,88,2106,386,212,5080,749,24,588,88,1.9
43,Pontevedra,2022-12-28,1672182000,1008,1021,2.2,14.8,3.8,1672210800,163,11.7,14.3,7.2,1672221600,1672185600,96,11.0,91,5.3,5.3,0,0,14,332,88,2113,387,212,5094,750,25,589,88,0.7
44,Pontevedra,2022-12-29,1672268400,1004,1017,1.7,16.8,3.3,1672351200,183,12.3,13.7,11.7,1672351200,1672300800,99,12.2,88,28.3,28.3,0,0,16,384,88,2122,388,213,5109,750,25,591,88,0.7
45,Pontevedra,2022-12-30,1672354800,1002,1015,4.1,21.6,6.4,1672434000,184,15.3,16.4,13.7,1672430400,1672354800,93,14.1,93,25.3,25.3,0,0,22,527,89,2131,390,214,5125,751,25,593,88,0.8
46,Pontevedra,2022-12-31,1672441200,1001,1014,5.4,24.7,8.2,1672491600,164,14.9,17.9,11.4,1672491600,1672524000,75,10.2,80,46.5,46.5,0,0,58,1397,89,2142,391,214,5143,752,25,596,88,1.4
47,Pontevedra,2023-01-01,1672527600,1001,1014,2.2,21.2,5.5,1672556400,147,11.5,13.4,8.9,1672567200,1672610400,97,11.0,97,98.6,98.6,0,0,10,238,89,2144,392,214,5148,753,25,596,88,0.7
48,Pontevedra,2023-01-02,1672614000,1012,1025,1.5,7.2,2.7,1672696800,97,8.7,12.7,6.6,1672668000,1672696800,93,7.7,21,0.0,0.0,0,0,88,2122,90,2156,393,215,5167,754,25,598,88,1.7
49,Pontevedra,2023-01-03,1672700400,1017,1031,1.2,10.0,2.6,1672707600,127,8.5,12.9,4.6,1672754400,1672725600,89,6.7,75,0.0,0.0,0,0,27,641,90,2169,395,216,5188,755,25,601,89,0.8
50,Pontevedra,2023-01-04,1672786800,1020,1033,0.9,5.2,2.1,1672869600,106,11.1,14.8,8.8,1672840800,1672794000,89,9.3,58,0.0,0.0,0,0,32,766,91,2183,397,217,5211,756,25,603,89,0.7
51,Pontevedra,2023-01-05,1672873200,1015,1028,1.3,5.2,2.2,1672930800,143,9.8,15.1,6.0,1672927200,1672905600,88,7.9,40,0.0,0.0,0,0,84,2010,92,2198,399,218,5234,757,25,606,89,2.1
52,Pontevedra,2023-01-06,1672959600,1010,1023,2.1,16.4,4.4,1673024400,166,9.3,13.4,5.3,1673010000,1672992000,86,6.9,68,0.0,0.0,0,0,73,1747,92,2214,402,219,5259,759,25,609,89,1.2
