,Ciudad,Fecha,Fecha (UNIX),Presión atmosférica,Presión Atm. sobre Nvl. del mar,Media de la vel. del viento (m/s),Vel. ráfaga de viento max.,Máx. vel. del viento /2min,Momento (UNIX) de la vel. máx. del viento,Media de la dirección del viento,Media de la temperatura,Temperatura máxima,Temperatura mínima,Momento temperatura máxima (UNIX),Momento temperatura mínima (UNIX),Media humedad,Media punto de rocío,Media de % de nubes en la zona,Acumulación de precipitaciones (l/m2),Acumulación de precipitaciones (l/m2) (NASA),Acumulación de nieve (l/m2),Profundidad de la neive,Media de radiación solar (W/m2),Total de radiación solar (W/m2),Media de la radiación solar horizontal,Total de la radiación solar horizontal,Máximo de la radiación solar horizontal,Media de la radiación solar concentrada,Total de la radiación solar concentrada,Máximo de la radiación solar concentrada,Media de la radiación solar horizontal difusa,Total de la radiación solar horizontal difusa,Máximo de la radiación solar horizontal difusa,Índice máximo de rayos ultravioleta
203,A Coruña,2022-06-06,1654466400,1012,1020,4.6,11.2,8.4,1654531200,226,17.6,19.5,16.1,1654524000,1654549200,80,14.2,57,3.5,3.5,0,0,96,2302,356,8549,969,456,10942,919,58,1382,122,3.4
204,A Coruña,2022-06-07,1654552800,1012,1020,2.9,10.8,5.1,1654614000,196,19.1,24.7,13.9,1654603200,1654574400,72,13.7,44,1.5,1.5,0,0,119,2859,357,8560,970,456,10955,919,58,1384,122,3.9
205,A Coruña,2022-06-08,1654639200,1011,1019,3.4,10.4,6.1,1654693200,254,18.4,20.2,16.8,1654693200,1654722000,88,16.4,75,0.8,0.8,0,0,65,1566,357,8570,970,457,10966,919,58,1385,122,3.2
206,A Coruña,2022-06-09,1654725600,1015,1023,1.9,6.8,3.9,1654783200,233,17.9,21.0,16.4,1654772400,1654740000,88,15.7,57,0.0,0.0,0,0,274,6577,357,8580,971,457,10977,919,58,1387,122,9.2
207,A Coruña,2022-06-10,1654812000,1015,1023,3.5,9.6,5.1,1654887600,288,17.4,19.1,16.4,1654873200,1654830000,86,15.1,73,1.0,1.0,0,0,240,5749,358,8588,971,458,10987,919,58,1388,122,4.1
208,A Coruña,2022-06-11,1654898400,1014,1022,5.6,14.0,8.0,1654966800,36,17.4,18.6,16.6,1654952400,1654981200,89,15.5,57,0.0,0.0,0,0,203,4880,358,8596,971,458,10996,918,58,1389,122,4.6
209,A Coruña,2022-06-12,1654984800,1014,1021,7.0,16.8,8.0,1655042400,40,18.0,21.0,16.3,1655035200,1654999200,82,14.9,73,0.0,0.0,0,0,271,6494,358,8603,972,459,11004,918,58,1390,122,6.3
210,A Coruña,2022-06-13,1655071200,1009,1017,5.5,16.0,7.5,1655082000,59,20.4,25.0,17.3,1655128800,1655082000,75,15.8,32,0.0,0.0,0,0,320,7668,359,8609,972,459,11011,918,58,1391,122,7.4
211,A Coruña,2022-06-14,1655157600,1006,1014,2.6,9.6,5.5,1655215200,177,20.1,24.1,17.6,1655204400,1655179200,80,16.5,12,0.0,0.0,0,0,358,8593,359,8614,972,459,11017,918,58,1392,122,9.7
212,A Coruña,2022-06-15,1655244000,1008,1015,2.2,7.2,6.0,1655323200,134,19.5,25.6,17.2,1655312400,1655265600,86,17.1,92,11.8,11.8,0,0,52,1245,359,8618,973,459,11022,918,58,1392,122,3.1
213,A Coruña,2022-06-16,1655330400,1009,1017,2.1,8.8,3.4,1655330400,189,21.2,25.6,17.6,1655366400,1655334000,76,16.5,60,5.3,5.3,0,0,171,4092,359,8621,973,459,11026,918,58,1393,122,4.5
214,A Coruña,2022-06-17,1655416800,1009,1017,2.0,9.2,3.4,1655478000,228,19.8,23.5,17.3,1655456400,1655434800,82,16.5,78,5.0,5.0,0,0,133,3186,359,8623,973,460,11029,918,58,1393,122,3.8
215,A Coruña,2022-06-18,1655503200,1006,1013,3.0,11.6,7.5,1655568000,232,19.1,24.0,16.8,1655553600,1655586000,80,15.5,67,2.3,2.3,0,0,287,6898,359,8625,973,460,11031,918,58,1393,122,8.6
216,A Coruña,2022-06-19,1655589600,1004,1012,4.2,17.2,6.5,1655632800,271,15.7,17.7,13.5,1655622000,1655672400,85,13.2,77,9.3,9.3,0,0,99,2382,359,8626,973,460,11032,918,58,1393,122,3.9
217,A Coruña,2022-06-20,1655676000,1005,1013,3.1,9.2,5.1,1655737200,271,14.6,17.1,12.9,1655737200,1655697600,92,13.3,75,14.5,14.5,0,0,69,1652,359,8625,973,460,11032,918,58,1393,122,3.1
218,A Coruña,2022-06-21,1655762400,1005,1013,2.2,7.2,3.6,1655820000,168,16.2,18.7,13.9,1655802000,1655784000,83,13.2,57,9.5,9.5,0,0,148,3555,359,8624,973,460,11031,918,58,1393,122,3.7
219,A Coruña,2022-06-22,1655848800,1004,1012,2.2,7.2,4.3,1655899200,267,17.1,21.5,15.0,1655895600,1655870400,84,14.4,74,3.0,3.0,0,0,202,4841,359,8622,973,460,11029,917,58,1393,122,4.7
220,A Coruña,2022-06-23,1655935200,1006,1014,3.3,10.4,5.9,1655992800,260,16.9,19.7,15.6,1655992800,1655960400,82,13.8,58,2.8,2.8,0,0,240,5752,359,8620,973,459,11026,917,58,1392,122,6.1
221,A Coruña,2022-06-24,1656021600,1007,1015,4.2,15.6,6.2,1656072000,228,17.2,20.3,15.6,1656075600,1656104400,77,13.1,76,5.5,5.5,0,0,73,1762,359,8616,972,459,11022,917,58,1391,122,3.1
222,A Coruña,2022-06-25,1656108000,1007,1015,4.8,11.6,7.9,1656165600,251,16.1,19.1,13.5,1656162000,1656129600,70,10.4,33,0.0,0.0,0,0,347,8318,359,8611,972,459,11018,917,58,1390,122,7.3
223,A Coruña,2022-06-26,1656194400,1009,1017,3.5,8.8,5.3,1656241200,263,15.9,19.4,13.1,1656252000,1656216000,67,9.6,22,0.0,0.0,0,0,343,8232,359,8606,972,459,11013,917,58,1389,122,7.6
224,A Coruña,2022-06-27,1656280800,1015,1023,2.4,8.0,4.4,1656334800,243,16.1,18.9,12.7,1656334800,1656302400,67,9.8,40,0.0,0.0,0,0,232,5575,358,8600,972,459,11007,917,58,1388,122,4.5
225,A Coruña,2022-06-28,1656367200,1013,1021,3.0,9.2,7.1,1656432000,226,17.6,21.9,12.2,1656424800,1656388800,69,11.7,39,2.5,2.5,0,0,281,6754,358,8593,971,458,11001,917,58,1387,122,7.5
226,A Coruña,2022-06-29,1656453600,1011,1019,3.6,9.2,5.3,1656514800,279,16.6,19.3,14.8,1656511200,1656453600,75,11.9,48,3.3,3.3,0,0,195,4673,358,8585,971,458,10994,917,58,1386,122,7.1
227,A Coruña,2022-06-30,1656540000,1011,1019,2.8,7.2,4.9,1656594000,279,16.6,19.6,14.3,1656597600,1656558000,70,11.1,48,0.0,0.0,0,0,314,7542,357,8576,971,458,10987,917,58,1384,122,5.8
228,A Coruña,2022-07-01,1656626400,1011,1019,2.3,8.8,4.0,1656676800,211,17.6,21.1,13.0,1656687600,1656648000,74,12.6,12,0.0,0.0,0,0,348,8345,357,8566,970,457,10979,916,58,1382,122,10.1
229,A Coruña,2022-07-02,1656712800,1011,1019,4.1,13.2,8.1,1656774000,108,18.1,20.0,15.2,1656766800,1656734400,78,14.1,56,0.0,0.0,0,0,189,4541,356,8556,970,457,10971,916,58,1381,122,4.3
230,A Coruña,2022-07-03,1656799200,1013,1021,5.7,16.0,7.9,1656846000,37,18.0,21.1,16.7,1656849600,1656824400,79,14.2,71,0.0,0.0,0,0,164,3935,356,8545,969,457,10962,916,57,1379,122,4.4
231,A Coruña,2022-07-04,1656885600,1013,1021,5.6,13.6,7.6,1656925200,40,18.5,21.5,16.6,1656939600,1656907200,75,13.9,63,0.0,0.0,0,0,249,5971,356,8533,968,456,10952,916,57,1378,122,7.1
232,A Coruña,2022-07-05,1656972000,1014,1022,7.0,18.4,10.3,1657033200,45,19.0,22.2,16.5,1657029600,1656993600,75,14.4,61,0.0,0.0,0,0,257,6170,355,8520,968,456,10941,916,57,1376,122,6.3
233,A Coruña,2022-07-06,1657058400,1017,1025,6.3,16.0,7.7,1657126800,42,19.4,23.1,16.7,1657108800,1657080000,71,13.9,22,0.0,0.0,0,0,354,8501,354,8506,967,455,10929,916,57,1375,122,10.0
234,A Coruña,2022-07-07,1657144800,1019,1027,5.0,14.4,6.1,1657206000,40,19.3,23.1,16.7,1657188000,1657166400,73,14.2,11,0.0,0.0,0,0,350,8395,354,8491,966,455,10917,916,57,1373,122,8.7
235,A Coruña,2022-07-08,1657231200,1017,1025,2.8,14.0,4.6,1657306800,156,20.8,24.6,17.0,1657303200,1657252800,68,14.6,6,0.0,0.0,0,0,353,8475,353,8476,966,454,10904,916,57,1372,122,10.0
236,A Coruña,2022-07-09,1657317600,1012,1020,1.6,14.0,3.3,1657317600,138,24.4,32.2,18.1,1657378800,1657339200,59,15.1,10,0.0,0.0,0,0,352,8458,352,8459,965,454,10890,915,57,1370,122,9.9
237,A Coruña,2022-07-10,1657404000,1009,1017,2.1,7.2,4.2,1657450800,211,20.8,24.6,14.6,1657447200,1657486800,73,15.6,9,0.0,0.0,0,0,352,8442,352,8442,964,453,10875,915,57,1368,122,9.9
238,A Coruña,2022-07-11,1657490400,1008,1016,2.0,7.2,3.9,1657555200,219,16.7,20.1,14.5,1657551600,1657490400,89,14.8,64,0.0,0.0,0,0,335,8040,351,8424,963,452,10859,915,57,1366,122,9.0
239,A Coruña,2022-07-12,1657576800,1009,1017,1.0,10.0,1.7,1657627200,170,23.0,30.5,15.7,1657638000,1657587600,71,16.6,21,0.0,0.0,0,0,350,8406,350,8406,962,452,10842,915,57,1364,122,9.9
240,A Coruña,2022-07-13,1657663200,1010,1018,1.1,5.6,3.2,1657720800,152,23.6,28.8,18.7,1657713600,1657684800,66,16.6,34,0.0,0.0,0,0,279,6687,349,8386,961,451,10824,915,57,1361,122,8.6
241,A Coruña,2022-07-14,1657749600,1009,1017,1.7,13.6,3.7,1657828800,155,26.5,32.7,21.3,1657800000,1657832400,59,17.6,42,6.8,6.8,0,0,173,4160,349,8365,960,450,10806,915,57,1359,122,4.7
242,A Coruña,2022-07-15,1657836000,1006,1014,3.3,16.8,6.9,1657868400,198,23.9,29.2,19.3,1657882800,1657918800,67,17.0,35,5.0,5.0,0,0,249,5968,348,8344,959,449,10787,914,57,1356,122,6.0
243,A Coruña,2022-07-16,1657922400,1008,1015,1.8,7.2,4.2,1657987200,233,18.5,21.5,16.2,1657980000,1657947600,84,15.7,76,0.0,0.0,0,0,150,3598,347,8322,958,449,10767,914,56,1354,121,5.5
244,A Coruña,2022-07-17,1658008800,1007,1015,1.7,6.8,3.3,1658055600,204,18.9,24.1,15.7,1658048400,1658023200,85,16.1,40,0.0,0.0,0,0,341,8187,346,8299,956,448,10746,914,56,1351,121,9.0
245,A Coruña,2022-07-18,1658095200,1007,1015,2.4,9.2,4.4,1658145600,199,19.8,24.1,16.2,1658170800,1658098800,78,15.5,49,0.0,0.0,0,0,333,7982,345,8276,955,447,10724,914,56,1348,121,8.1
246,A Coruña,2022-07-19,1658181600,1010,1017,4.3,15.6,7.4,1658232000,219,20.1,22.2,18.1,1658242800,1658199600,72,14.8,65,0.0,0.0,0,0,205,4922,344,8251,954,446,10702,914,56,1345,121,5.3
247,A Coruña,2022-07-20,1658268000,1014,1022,3.6,12.4,7.8,1658325600,174,18.8,21.5,17.5,1658322000,1658289600,84,16.0,75,0.0,0.0,0,0,129,3098,343,8226,952,445,10679,913,56,1342,121,3.1
248,A Coruña,2022-07-21,1658354400,1012,1020,4.7,13.6,7.5,1658415600,132,18.5,20.3,17.6,1658412000,1658383200,85,16.0,64,0.0,0.0,0,0,236,5660,342,8200,951,444,10657,913,56,1338,121,6.2
249,A Coruña,2022-07-22,1658440800,1014,1022,5.2,11.6,6.7,1658494800,78,17.9,19.2,16.5,1658498400,1658473200,81,14.6,79,0.0,0.0,0,0,113,2707,341,8174,949,443,10634,913,56,1335,121,3.2
250,A Coruña,2022-07-23,1658527200,1012,1020,2.9,11.2,4.1,1658577600,206,18.9,21.5,16.2,1658574000,1658541600,76,14.6,1,0.0,0.0,0,0,339,8146,339,8146,948,442,10611,913,55,1331,121,9.6
251,A Coruña,2022-07-24,1658613600,1011,1018,2.4,8.4,4.9,1658664000,225,19.5,23.1,16.1,1658660400,1658638800,80,15.8,29,0.0,0.0,0,0,261,6271,338,8118,946,441,10590,913,55,1327,121,6.1
252,A Coruña,2022-07-25,1658700000,1014,1022,2.7,7.6,4.6,1658768400,276,20.0,22.8,17.5,1658746800,1658782800,81,16.5,48,0.0,0.0,0,0,324,7767,337,8090,945,440,10569,912,55,1323,121,7.7
253,A Coruña,2022-07-26,1658786400,1014,1022,3.3,12.0,5.9,1658854800,145,18.9,21.9,16.7,1658833200,1658808000,77,14.6,42,0.0,0.0,0,0,191,4575,336,8060,943,440,10550,912,55,1319,121,4.4
254,A Coruña,2022-07-27,1658872800,1011,1019,3.7,10.0,6.0,1658923200,199,18.7,21.3,16.6,1658923200,1658894400,76,14.2,17,0.0,0.0,0,0,278,6660,335,8030,941,439,10530,912,55,1316,121,8.0
255,A Coruña,2022-07-28,1658959200,1009,1017,2.2,8.4,6.0,1659020400,247,19.3,22.5,17.2,1659016800,1658966400,78,15.3,54,0.0,0.0,0,0,168,4030,333,8000,939,438,10509,912,55,1313,121,4.3
256,A Coruña,2022-07-29,1659045600,1012,1019,2.5,11.2,5.5,1659106800,194,19.7,22.0,18.4,1659092400,1659045600,82,16.5,77,0.0,0.0,0,0,104,2490,332,7968,937,437,10487,911,55,1310,121,3.2
257,A Coruña,2022-07-30,1659132000,1013,1021,4.4,14.0,6.6,1659186000,85,19.8,21.8,17.8,1659207600,1659157200,80,16.3,29,0.0,0.0,0,0,328,7877,331,7936,935,436,10465,911,54,1307,121,9.1
258,A Coruña,2022-07-31,1659218400,1011,1019,3.5,13.6,5.3,1659276000,140,20.6,25.3,17.6,1659261600,1659240000,77,16.3,8,0.0,0.0,0,0,329,7890,329,7903,933,435,10442,911,54,1304,121,9.2
259,A Coruña,2022-08-01,1659304800,1009,1017,2.4,13.2,4.2,1659344400,186,21.1,24.8,17.8,1659348000,1659326400,76,16.5,8,0.0,0.0,0,0,323,7751,328,7869,931,434,10418,911,54,1301,120,9.2
260,A Coruña,2022-08-02,1659391200,1007,1015,2.4,12.0,4.0,1659470400,242,20.3,24.5,17.3,1659434400,1659474000,81,16.8,15,0.0,0.0,0,0,320,7690,326,7834,929,433,10394,910,54,1298,120,8.4
261,A Coruña,2022-08-03,1659477600,1008,1016,4.3,11.2,6.0,1659535200,281,18.1,20.3,16.7,1659538800,1659502800,90,16.4,92,0.0,0.0,0,0,95,2269,325,7799,927,432,10368,910,54,1294,120,3.0
262,A Coruña,2022-08-04,1659564000,1009,1017,4.5,14.8,8.4,1659618000,111,18.5,20.4,16.8,1659600000,1659567600,86,16.2,64,0.0,0.0,0,0,188,4519,323,7763,925,431,10342,910,54,1291,120,5.3
263,A Coruña,2022-08-05,1659650400,1011,1019,7.3,18.8,9.5,1659708000,50,19.3,21.9,17.9,1659708000,1659672000,74,14.5,74,0.0,0.0,0,0,143,3439,322,7726,923,430,10315,909,54,1287,120,3.4
264,A Coruña,2022-08-06,1659736800,1010,1018,5.0,16.4,7.7,1659740400,90,21.5,26.0,18.7,1659783600,1659736800,69,15.4,37,0.0,0.0,0,0,284,6810,320,7689,920,429,10287,909,53,1283,120,7.4
265,A Coruña,2022-08-07,1659823200,1007,1015,2.3,14.4,6.1,1659891600,122,22.7,28.8,18.7,1659877200,1659848400,70,16.7,20,0.0,0.0,0,0,315,7569,319,7650,918,427,10258,909,53,1280,120,8.8
266,A Coruña,2022-08-08,1659909600,1008,1016,3.0,15.6,7.0,1659967200,208,20.1,23.1,17.5,1659956400,1659934800,73,15.2,28,0.0,0.0,0,0,311,7462,317,7611,915,426,10228,908,53,1276,120,7.1
267,A Coruña,2022-08-09,1659996000,1007,1015,2.6,14.0,4.2,1660010400,140,22.6,29.2,18.5,1660050000,1660017600,65,15.3,17,3.0,3.0,0,0,297,7136,315,7572,913,425,10197,908,53,1272,120,7.8
268,A Coruña,2022-08-10,1660082400,1006,1014,1.5,10.8,2.7,1660132800,210,19.6,22.0,17.5,1660118400,1660129200,79,15.8,30,11.0,11.0,0,0,246,5904,314,7531,910,424,10165,908,53,1267,120,6.2
269,A Coruña,2022-08-11,1660168800,1006,1014,2.1,8.4,4.8,1660226400,211,19.1,23.7,16.0,1660230000,1660194000,83,16.0,39,5.8,5.8,0,0,222,5323,312,7490,907,422,10132,907,53,1263,119,6.8
270,A Coruña,2022-08-12,1660255200,1008,1016,1.7,7.6,4.4,1660312800,174,18.8,22.5,15.2,1660312800,1660338000,83,15.8,34,0.0,0.0,0,0,275,6588,310,7448,904,421,10098,907,52,1259,119,6.1
271,A Coruña,2022-08-13,1660341600,1006,1014,2.4,8.4,5.9,1660413600,212,17.1,22.1,14.5,1660402800,1660366800,88,15.0,54,0.0,0.0,0,0,146,3500,309,7406,902,419,10062,906,52,1254,119,4.0
272,A Coruña,2022-08-14,1660428000,1005,1013,4.4,13.2,7.8,1660489200,237,20.3,23.7,17.5,1660474800,1660449600,72,14.9,42,0.0,0.0,0,0,257,6166,307,7362,899,418,10026,906,52,1250,119,5.7
273,A Coruña,2022-08-15,1660514400,1004,1011,3.8,12.8,5.5,1660568400,222,20.4,23.6,18.3,1660572000,1660597200,69,14.3,76,8.5,8.5,0,0,170,4084,305,7319,896,416,9988,906,52,1245,119,4.1
274,A Coruña,2022-08-16,1660600800,1003,1011,5.5,14.0,7.2,1660647600,249,18.0,20.2,17.0,1660647600,1660622400,87,15.9,82,6.5,6.5,0,0,161,3864,303,7274,893,415,9949,905,52,1240,119,5.8
275,A Coruña,2022-08-17,1660687200,1011,1019,4.2,12.8,6.4,1660687200,281,18.2,21.0,16.8,1660737600,1660770000,80,14.5,61,0.0,0.0,0,0,208,4983,301,7229,890,413,9909,905,51,1235,119,5.2
276,A Coruña,2022-08-18,1660773600,1015,1023,2.5,8.8,5.1,1660831200,177,18.2,21.0,15.2,1660820400,1660798800,71,12.7,30,0.0,0.0,0,0,296,7108,299,7183,886,411,9868,904,51,1230,119,8.4
277,A Coruña,2022-08-19,1660860000,1014,1021,2.2,8.8,4.6,1660932000,232,18.8,23.0,15.7,1660906800,1660885200,78,14.7,15,0.0,0.0,0,0,291,6988,297,7137,883,409,9825,904,51,1225,118,8.3
278,A Coruña,2022-08-20,1660946400,1012,1020,2.0,8.4,3.7,1661011200,210,19.4,23.0,16.7,1660993200,1660975200,84,16.6,36,0.0,0.0,0,0,159,3811,295,7090,880,408,9781,903,51,1219,118,2.8
279,A Coruña,2022-08-21,1661032800,1013,1021,2.5,8.0,4.9,1661083200,255,19.8,23.7,17.5,1661079600,1661058000,84,16.9,70,0.5,0.5,0,0,97,2331,293,7042,876,406,9736,903,51,1214,118,2.6
280,A Coruña,2022-08-22,1661119200,1012,1020,2.2,9.2,4.6,1661198400,240,19.6,23.0,17.7,1661173200,1661137200,90,17.9,85,0.3,0.3,0,0,80,1931,291,6994,873,404,9689,902,50,1208,118,2.6
281,A Coruña,2022-08-23,1661205600,1007,1015,3.0,10.8,3.9,1661277600,223,20.0,22.5,18.2,1661252400,1661227200,88,18.0,48,0.0,0.0,0,0,227,5451,289,6946,869,402,9641,901,50,1202,118,6.7
282,A Coruña,2022-08-24,1661292000,1006,1014,2.3,9.2,3.6,1661346000,320,18.9,20.0,18.5,1661346000,1661367600,96,18.3,89,0.8,0.8,0,0,78,1867,287,6897,866,400,9592,901,50,1196,118,2.7
283,A Coruña,2022-08-25,1661378400,1012,1020,3.9,12.8,6.4,1661436000,193,19.2,21.1,18.0,1661425200,1661461200,92,17.7,61,0.0,0.0,0,0,166,3973,285,6847,862,398,9542,900,50,1189,117,3.3
284,A Coruña,2022-08-26,1661464800,1010,1018,5.7,14.4,7.4,1661518800,36,19.7,23.1,17.6,1661522400,1661482800,80,16.0,65,0.0,0.0,0,0,128,3060,283,6797,858,395,9491,900,49,1183,117,3.3
285,A Coruña,2022-08-27,1661551200,1004,1012,3.5,12.4,5.3,1661558400,131,20.4,23.7,18.1,1661594400,1661551200,77,16.2,42,0.0,0.0,0,0,195,4677,281,6747,855,393,9439,899,49,1176,117,5.6
286,A Coruña,2022-08-28,1661637600,1003,1010,1.8,6.4,3.7,1661695200,207,19.3,22.7,16.0,1661684400,1661716800,81,15.8,45,0.0,0.0,0,0,240,5759,279,6697,851,391,9387,898,49,1169,117,7.3
287,A Coruña,2022-08-29,1661724000,1005,1013,1.7,8.8,4.0,1661770800,163,17.9,22.0,14.6,1661770800,1661742000,85,15.2,50,0.3,0.3,0,0,272,6518,277,6646,847,389,9336,898,48,1162,117,7.0
288,A Coruña,2022-08-30,1661810400,1010,1018,2.6,8.0,4.9,1661886000,218,19.9,23.7,17.0,1661860800,1661828400,71,14.3,60,0.0,0.0,0,0,244,5865,275,6594,843,387,9285,897,48,1155,117,6.6
289,A Coruña,2022-08-31,1661896800,1011,1019,2.0,6.8,4.5,1661950800,206,19.5,22.1,17.5,1661954400,1661925600,79,15.7,45,0.0,0.0,0,0,206,4940,273,6543,839,385,9238,896,48,1147,116,6.9
290,A Coruña,2022-09-01,1661983200,1009,1017,2.8,8.8,5.1,1662044400,220,18.9,21.2,17.2,1662040800,1662004800,84,16.2,59,0.3,0.3,0,0,141,3378,270,6492,835,383,9193,895,47,1139,116,3.8
291,A Coruña,2022-09-02,1662069600,1009,1017,2.8,8.8,4.1,1662123600,298,19.1,22.0,17.3,1662127200,1662152400,80,15.4,50,0.0,0.0,0,0,250,6010,268,6440,830,381,9150,895,47,1132,116,6.1
292,A Coruña,2022-09-03,1662156000,1006,1014,3.6,12.8,6.6,1662228000,216,19.4,24.0,16.2,1662213600,1662166800,65,12.4,27,0.0,0.0,0,0,138,3323,266,6389,826,380,9110,894,47,1125,116,2.6
293,A Coruña,2022-09-04,1662242400,1005,1013,4.1,17.6,6.8,1662303600,186,19.9,22.7,18.6,1662296400,1662242400,74,15.1,64,12.0,12.0,0,0,120,2876,264,6337,822,378,9076,893,47,1118,116,3.1
294,A Coruña,2022-09-05,1662328800,1007,1015,5.1,16.4,8.1,1662393600,201,20.8,24.5,18.2,1662386400,1662361200,71,14.9,58,47.5,47.5,0,0,226,5429,262,6286,817,377,9047,892,46,1112,115,5.7
295,A Coruña,2022-09-06,1662415200,1008,1016,5.3,16.4,8.2,1662469200,215,20.5,23.5,18.5,1662476400,1662440400,68,14.3,42,0.0,0.0,0,0,232,5560,260,6234,813,376,9017,891,46,1108,115,4.8
296,A Coruña,2022-09-07,1662501600,1007,1015,4.0,15.2,5.7,1662548400,222,20.2,24.1,17.9,1662552000,1662526800,68,14.0,67,0.5,0.5,0,0,227,5457,258,6181,808,374,8987,891,46,1103,115,5.4
297,A Coruña,2022-09-08,1662588000,1008,1016,2.4,8.0,4.2,1662591600,239,19.1,21.7,17.3,1662645600,1662670800,77,14.9,49,0.0,0.0,0,0,103,2463,255,6128,804,373,8956,890,46,1099,115,2.8
298,A Coruña,2022-09-09,1662674400,1012,1020,2.0,6.0,3.7,1662739200,186,19.0,23.2,15.1,1662732000,1662703200,73,13.8,28,0.0,0.0,0,0,247,5917,253,6075,799,372,8924,889,46,1094,115,6.5
299,A Coruña,2022-09-10,1662760800,1009,1017,1.6,6.0,3.5,1662818400,207,20.5,25.2,17.0,1662811200,1662778800,73,15.4,11,0.0,0.0,0,0,251,6014,251,6021,794,370,8891,888,45,1089,114,6.7
300,A Coruña,2022-09-11,1662847200,1004,1012,1.6,6.4,3.5,1662908400,168,21.0,25.7,17.2,1662897600,1662876000,76,16.4,39,0.8,0.8,0,0,153,3671,249,5967,790,369,8857,887,45,1084,114,4.1
301,A Coruña,2022-09-12,1662933600,997,1005,2.0,9.2,3.4,1663002000,171,22.3,25.1,20.7,1662984000,1663016400,74,17.3,59,18.5,18.5,0,0,73,1758,246,5912,785,368,8822,886,45,1079,114,2.1
302,A Coruña,2022-09-13,1663020000,993,1001,2.7,12.4,4.7,1663063200,125,20.6,22.5,19.1,1663059600,1663038000,84,17.7,72,35.8,35.8,0,0,55,1319,244,5857,781,366,8787,885,45,1074,114,2.0
303,A Coruña,2022-09-14,1663106400,998,1005,2.5,9.2,4.3,1663146000,126,21.0,24.1,18.2,1663164000,1663124400,79,17.2,86,5.3,5.3,0,0,158,3785,242,5802,776,365,8750,884,45,1069,113,2.6
304,A Coruña,2022-09-15,1663192800,1006,1014,2.8,10.0,6.1,1663254000,175,20.2,22.5,18.3,1663236000,1663275600,86,17.8,47,0.0,0.0,0,0,232,5571,239,5746,771,363,8712,883,44,1064,113,5.5
305,A Coruña,2022-09-16,1663279200,1009,1017,4.6,11.6,6.5,1663347600,47,19.4,23.0,17.5,1663333200,1663308000,76,14.9,43,0.0,0.0,0,0,220,5285,237,5690,767,361,8673,882,44,1058,113,6.3
306,A Coruña,2022-09-17,1663365600,1007,1014,2.7,12.8,4.9,1663426800,86,19.5,24.2,16.2,1663419600,1663394400,71,14.1,78,0.3,0.3,0,0,63,1502,235,5633,762,360,8633,881,44,1053,113,2.0
307,A Coruña,2022-09-18,1663452000,1005,1013,3.2,10.8,4.4,1663524000,80,19.9,24.7,16.7,1663506000,1663480800,66,13.3,66,0.0,0.0,0,0,85,2032,232,5576,757,358,8592,880,44,1047,113,2.3
308,A Coruña,2022-09-19,1663538400,1007,1015,2.1,10.4,2.7,1663621200,111,20.7,26.7,16.0,1663596000,1663563600,66,14.0,24,0.0,0.0,0,0,230,5519,230,5519,752,356,8550,879,43,1042,112,6.1
309,A Coruña,2022-09-20,1663624800,1010,1018,2.2,11.2,3.5,1663696800,125,20.4,25.7,16.6,1663686000,1663650000,65,13.2,6,0.0,0.0,0,0,227,5460,228,5462,747,354,8506,878,43,1036,112,5.7
310,A Coruña,2022-09-21,1663711200,1010,1018,2.2,11.6,4.0,1663783200,110,18.9,24.7,15.2,1663765200,1663736400,64,11.8,2,0.0,0.0,0,0,225,5404,225,5404,742,353,8461,877,43,1030,112,6.0
311,A Coruña,2022-09-22,1663797600,1010,1018,2.0,9.2,3.3,1663866000,212,17.6,21.2,14.0,1663855200,1663822800,71,12.3,44,0.0,0.0,0,0,204,4886,223,5346,737,351,8415,876,43,1024,111,5.1
312,A Coruña,2022-09-23,1663884000,1011,1019,1.9,7.6,3.4,1663948800,287,17.6,20.0,16.0,1663934400,1663912800,84,14.8,58,0.3,0.3,0,0,153,3673,220,5288,732,349,8367,875,42,1018,111,2.9
313,A Coruña,2022-09-24,1663970400,1013,1021,4.6,10.8,5.9,1663981200,295,17.1,19.2,15.8,1664020800,1663999200,76,12.9,36,0.0,0.0,0,0,207,4968,218,5230,727,347,8318,873,42,1011,111,3.8
314,A Coruña,2022-09-25,1664056800,1012,1020,2.9,11.2,4.9,1664064000,81,16.1,18.0,14.0,1664121600,1664082000,73,11.1,42,0.0,0.0,0,0,195,4678,215,5172,722,344,8267,872,42,1005,111,3.6
315,A Coruña,2022-09-26,1664143200,1012,1020,2.1,8.4,4.1,1664204400,222,16.2,19.0,14.0,1664193600,1664161200,76,11.9,46,0.0,0.0,0,0,204,4895,213,5113,717,342,8215,871,42,998,110,4.6
316,A Coruña,2022-09-27,1664229600,1013,1021,3.1,8.0,4.5,1664240400,288,17.4,20.2,15.6,1664287200,1664254800,85,14.7,61,0.0,0.0,0,0,168,4036,211,5055,712,340,8162,870,41,992,110,4.1
317,A Coruña,2022-09-28,1664316000,1010,1018,4.3,12.4,5.7,1664352000,261,16.7,18.5,15.2,1664359200,1664398800,86,14.3,81,1.5,1.5,0,0,96,2294,208,4996,706,338,8106,868,41,985,110,2.2
